year,idDistrict,idNeighborhood,RFD,pop,Nou. Euros/m2 construït,Nou. Milers d'euros,Total. Euros/m2 construït,Total. Milers d'euros,Usat. Euros/m2 construït,Usat. Milers d'euros,kpi
2013,Sants-Montjuïc,Sants,82.6,41104,2868.5,146.6,2270.1,154.5,2111.7,156.5,0.0364
2015,Nou Barris,La Prosperitat,54.0,26184,NA,NA,1788.8,106.6,1788.8,106.6,0.0302
2013,Nou Barris,La Prosperitat,56.3,26320,NA,NA,1302.9,90.3,1302.9,90.3,0.0432
2017,Nou Barris,La Prosperitat,56.0,26398,NA,NA,2020.1,132,2020.1,132,0.0277
2016,Nou Barris,La Prosperitat,55.1,26166,NA,NA,1837.4,115.3,1837.4,115.3,0.03
2014,Nou Barris,La Prosperitat,53.7,26171,NA,NA,1597.6,96.8,1597.6,96.8,0.0336
2015,Nou Barris,Canyelles,55.6,6946,NA,NA,1732.3,123.6,1732.3,123.6,0.0321
2016,Nou Barris,Canyelles,54.4,6925,NA,NA,1793.4,136.8,1793.4,136.8,0.0303
2014,Nou Barris,Canyelles,61.0,7014,NA,NA,1787.2,132.3,1787.2,132.3,0.0341
2013,Nou Barris,Canyelles,57.0,7097,NA,NA,1761.4,113.4,1761.4,113.4,0.0324
2017,Nou Barris,Canyelles,52.2,6863,NA,NA,1586.9,128.6,1586.9,128.6,0.0329
2015,Nou Barris,Can Peguera - El Turó de la Peira,51.1,2267,NA,NA,1385.5,80.5,1385.5,80.5,0.0369
2016,Nou Barris,Can Peguera - El Turó de la Peira,51.5,2216,NA,NA,613.9,55.3,613.9,55.3,0.0839
2014,Nou Barris,Can Peguera - El Turó de la Peira,51.0,2288,NA,NA,NA,NA,NA,NA,
2013,Nou Barris,Can Peguera - El Turó de la Peira,53.1,2261,NA,NA,612.6,49.6,612.6,49.6,0.0867
2017,Nou Barris,Can Peguera - El Turó de la Peira,51.5,2233,NA,NA,1713.6,114.4,1713.6,114.4,0.0301
2016,Nou Barris,Vilapicina i la Torre Llobeta,63.7,25522,NA,NA,2172.8,149.8,2169.3,149.5,0.0293
2015,Nou Barris,Vilapicina i la Torre Llobeta,65.0,25499,NA,NA,2055.7,138.7,2081.8,140.5,0.0316
2017,Nou Barris,Vilapicina i la Torre Llobeta,63.8,25618,3733.8,220,2585.4,172.5,2546.7,170.9,0.0247
2014,Nou Barris,Vilapicina i la Torre Llobeta,64.0,25500,1400.4,103.3,1894,134.7,1924.2,136.6,0.0338
2013,Nou Barris,Vilapicina i la Torre Llobeta,71.1,25530,1652.4,106.3,1710.3,126.8,1721.6,130.8,0.0416
2016,Sant Martí,Sant Martí de Provençals,68.7,26031,3574.1,305.5,3114.1,276.3,3026.8,270.8,0.0221
2013,Sant Martí,Sant Martí de Provençals,66.2,26040,3442.7,353.4,1988.6,180.6,1780.8,155.9,0.0333
2017,Sant Martí,Sant Martí de Provençals,67.4,26187,3063.3,194.8,3325.9,271.4,3332.2,273.3,0.0203
2014,Sant Martí,Sant Martí de Provençals,67.6,26018,2401.2,220,2695,236.2,2784.5,241.2,0.0251
2015,Sant Martí,Sant Martí de Provençals,68.3,26005,4322.2,433.6,3001.8,274.3,2561.6,221.2,0.0228
2016,Sant Martí,el Clot,83.7,26928,3102.8,219.4,3201.2,272,3229.3,287.1,0.0261
2017,Sant Martí,el Clot,83.6,27089,3305,441.3,3605.9,348.2,3687.5,322.9,0.0232
2015,Sant Martí,el Clot,84.7,27013,2801.2,208.3,2989.1,294.2,3004.3,301.2,0.0283
2014,Sant Martí,el Clot,81.0,27082,3680.1,326.5,2930.2,255,2870.3,249.2,0.0276
2013,Sant Martí,el Clot,76.9,27154,2691.1,222.8,2742.5,224.9,2748.7,225.2,0.028
2016,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,152.6,13455,NA,NA,5543.8,539.3,5645.7,552.7,0.0275
2017,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,150.1,13710,3164.6,250,6951.3,672.5,7020.2,680.2,0.0216
2014,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,168.8,13351,4077.6,392.3,6367.4,665.7,6832.5,721.2,0.0265
2013,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,150.1,13125,3213.6,255.8,4792.7,448.6,5138.1,490.7,0.0313
2015,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,162.5,13352,NA,NA,5961.1,590.3,6027.6,600.1,0.0273
2017,Eixample,El Fort Pienc,106.5,32048,4787.3,507.5,4296.6,400.4,4217.6,383.2,0.0248
2015,Eixample,El Fort Pienc,104.8,31645,5621.3,464.6,3602,351.2,3170.3,327,0.0291
2016,Eixample,El Fort Pienc,105.0,31693,6724.9,611.3,3762.4,356.1,3421.7,326.8,0.0279
2013,Eixample,El Fort Pienc,99.0,31754,4384.2,376.5,2842.9,268.3,2683.5,257.1,0.0348
2014,Eixample,El Fort Pienc,104.5,31785,5501.6,431.6,3401,320,2947.5,295.9,0.0307
