"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Preu_mitja_habitatge","Valor"
2017,1,"Ciutat Vella",1,"el Raval","Total. Milers d'euros",240.3
2017,1,"Ciutat Vella",2,"el Barri Gòtic","Total. Milers d'euros",472.7
2017,1,"Ciutat Vella",3,"la Barceloneta","Total. Milers d'euros",197.7
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Total. Milers d'euros",314.3
2017,2,"Eixample",5,"el Fort Pienc","Total. Milers d'euros",400.4
2017,2,"Eixample",6,"la Sagrada Família","Total. Milers d'euros",255.8
2017,2,"Eixample",7,"la Dreta de l'Eixample","Total. Milers d'euros",519.8
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Total. Milers d'euros",372.2
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Total. Milers d'euros",339.6
2017,2,"Eixample",10,"Sant Antoni","Total. Milers d'euros",297.9
2017,3,"Sants-Montjuïc",11,"el Poble Sec","Total. Milers d'euros",260.5
2017,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Total. Milers d'euros",99.1
2017,3,"Sants-Montjuïc",13,"la Marina de Port","Total. Milers d'euros",166.3
2017,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Total. Milers d'euros",235.1
2017,3,"Sants-Montjuïc",15,"Hostafrancs","Total. Milers d'euros",263.3
2017,3,"Sants-Montjuïc",16,"la Bordeta","Total. Milers d'euros",288.1
2017,3,"Sants-Montjuïc",17,"Sants - Badal","Total. Milers d'euros",251.5
2017,3,"Sants-Montjuïc",18,"Sants","Total. Milers d'euros",338.3
2017,4,"Les Corts",19,"les Corts","Total. Milers d'euros",417.3
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon","Total. Milers d'euros",369.9
2017,4,"Les Corts",21,"Pedralbes","Total. Milers d'euros",890
2017,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Total. Milers d'euros",391.3
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià","Total. Milers d'euros",690.1
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Total. Milers d'euros",805.7
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Total. Milers d'euros",612.3
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Total. Milers d'euros",583.6
2017,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Total. Milers d'euros",523.2
2017,6,"Gràcia",28,"Vallcarca i els Penitents","Total. Milers d'euros",337.2
2017,6,"Gràcia",29,"el Coll","Total. Milers d'euros",205.8
2017,6,"Gràcia",30,"la Salut","Total. Milers d'euros",310.9
2017,6,"Gràcia",31,"la Vila de Gràcia","Total. Milers d'euros",432.2
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Total. Milers d'euros",362.5
2017,7,"Horta-Guinardó",33,"el Baix Guinardó","Total. Milers d'euros",272.5
2017,7,"Horta-Guinardó",34,"Can Baró","Total. Milers d'euros",221.3
2017,7,"Horta-Guinardó",35,"el Guinardó","Total. Milers d'euros",202.2
2017,7,"Horta-Guinardó",36,"la Font d'en Fargues","Total. Milers d'euros",277.3
2017,7,"Horta-Guinardó",37,"el Carmel","Total. Milers d'euros",144.6
2017,7,"Horta-Guinardó",38,"la Teixonera","Total. Milers d'euros",144
2017,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Total. Milers d'euros",157.6
2017,7,"Horta-Guinardó",40,"Montbau","Total. Milers d'euros",140.8
2017,7,"Horta-Guinardó",41,"la Vall d'Hebron","Total. Milers d'euros",210.4
2017,7,"Horta-Guinardó",42,"la Clota","Total. Milers d'euros",NA
2017,7,"Horta-Guinardó",43,"Horta","Total. Milers d'euros",192.9
2017,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Total. Milers d'euros",172.5
2017,8,"Nou Barris",45,"Porta","Total. Milers d'euros",171
2017,8,"Nou Barris",46,"el Turó de la Peira","Total. Milers d'euros",107.8
2017,8,"Nou Barris",47,"Can Peguera","Total. Milers d'euros",114.4
2017,8,"Nou Barris",48,"la Guineueta","Total. Milers d'euros",175
2017,8,"Nou Barris",49,"Canyelles","Total. Milers d'euros",128.6
2017,8,"Nou Barris",50,"les Roquetes","Total. Milers d'euros",106.7
