"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Preu_mitja_habitatge","Valor"
2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Total. Milers d'euros",582
2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Total. Milers d'euros",398.2
2016,6,"Gràcia",28,"Vallcarca i els Penitents","Total. Milers d'euros",293.1
2016,6,"Gràcia",29,"el Coll","Total. Milers d'euros",169.7
2016,6,"Gràcia",30,"la Salut","Total. Milers d'euros",263.1
2016,6,"Gràcia",31,"la Vila de Gràcia","Total. Milers d'euros",311
2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Total. Milers d'euros",375.6
2016,7,"Horta-Guinardó",33,"el Baix Guinardó","Total. Milers d'euros",222.8
2016,7,"Horta-Guinardó",34,"Can Baró","Total. Milers d'euros",164.9
2016,7,"Horta-Guinardó",35,"el Guinardó","Total. Milers d'euros",186.9
2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","Total. Milers d'euros",249.7
2016,7,"Horta-Guinardó",37,"el Carmel","Total. Milers d'euros",113.3
2016,7,"Horta-Guinardó",38,"la Teixonera","Total. Milers d'euros",106.6
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Total. Milers d'euros",128.1
2016,7,"Horta-Guinardó",40,"Montbau","Total. Milers d'euros",123.4
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","Total. Milers d'euros",183
2016,7,"Horta-Guinardó",42,"la Clota","Total. Milers d'euros",160
2016,7,"Horta-Guinardó",43,"Horta","Total. Milers d'euros",210.8
2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Total. Milers d'euros",149.8
2016,8,"Nou Barris",45,"Porta","Total. Milers d'euros",137
2016,8,"Nou Barris",46,"el Turó de la Peira","Total. Milers d'euros",104.6
2016,8,"Nou Barris",47,"Can Peguera","Total. Milers d'euros",55.3
2016,8,"Nou Barris",48,"la Guineueta","Total. Milers d'euros",143.1
2016,8,"Nou Barris",49,"Canyelles","Total. Milers d'euros",136.8
2016,8,"Nou Barris",50,"les Roquetes","Total. Milers d'euros",131.7
2016,8,"Nou Barris",51,"Verdun","Total. Milers d'euros",99.6
2016,8,"Nou Barris",52,"la Prosperitat","Total. Milers d'euros",115.3
2016,8,"Nou Barris",53,"la Trinitat Nova","Total. Milers d'euros",67
2016,8,"Nou Barris",54,"Torre Baró","Total. Milers d'euros",110
2016,8,"Nou Barris",55,"Ciutat Meridiana","Total. Milers d'euros",61.8
2016,8,"Nou Barris",56,"Vallbona","Total. Milers d'euros",123.9
2016,9,"Sant Andreu",57,"la Trinitat Vella","Total. Milers d'euros",141
2016,9,"Sant Andreu",58,"Baró de Viver","Total. Milers d'euros",271.7
2016,9,"Sant Andreu",59,"el Bon Pastor","Total. Milers d'euros",120.6
2016,9,"Sant Andreu",60,"Sant Andreu","Total. Milers d'euros",167.3
2016,9,"Sant Andreu",61,"la Sagrera","Total. Milers d'euros",201.3
2016,9,"Sant Andreu",62,"el Congrés i els Indians","Total. Milers d'euros",158
2016,9,"Sant Andreu",63,"Navas","Total. Milers d'euros",262.4
2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Total. Milers d'euros",269.4
2016,10,"Sant Martí",65,"el Clot","Total. Milers d'euros",272
2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Total. Milers d'euros",250.5
2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Total. Milers d'euros",466.2
2016,10,"Sant Martí",68,"el Poblenou","Total. Milers d'euros",330.4
2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Total. Milers d'euros",539.3
2016,10,"Sant Martí",70,"el Besòs i el Maresme","Total. Milers d'euros",157.8
2016,10,"Sant Martí",71,"Provençals del Poblenou","Total. Milers d'euros",246.6
2016,10,"Sant Martí",72,"Sant Martí de Provençals","Total. Milers d'euros",276.3
2016,10,"Sant Martí",73,"la Verneda i la Pau","Total. Milers d'euros",125.8
2016,1,"Ciutat Vella",1,"el Raval","Nou. Milers d'euros",NA
2016,1,"Ciutat Vella",2,"el Barri Gòtic","Nou. Milers d'euros",409.2
2016,1,"Ciutat Vella",3,"la Barceloneta","Nou. Milers d'euros",409.5
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Nou. Milers d'euros",473.7
2016,2,"Eixample",5,"el Fort Pienc","Nou. Milers d'euros",611.3
2016,2,"Eixample",6,"la Sagrada Família","Nou. Milers d'euros",NA
2016,2,"Eixample",7,"la Dreta de l'Eixample","Nou. Milers d'euros",255
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Nou. Milers d'euros",316.7
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Nou. Milers d'euros",459.7
2016,2,"Eixample",10,"Sant Antoni","Nou. Milers d'euros",NA
2016,3,"Sants-Montjuïc",11,"el Poble Sec","Nou. Milers d'euros",NA
2016,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Nou. Milers d'euros",NA
2016,3,"Sants-Montjuïc",13,"la Marina de Port","Nou. Milers d'euros",NA
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Nou. Milers d'euros",NA
2016,3,"Sants-Montjuïc",15,"Hostafrancs","Nou. Milers d'euros",119.7
2016,3,"Sants-Montjuïc",16,"la Bordeta","Nou. Milers d'euros",213.7
2016,3,"Sants-Montjuïc",17,"Sants - Badal","Nou. Milers d'euros",301.6
2016,3,"Sants-Montjuïc",18,"Sants","Nou. Milers d'euros",227.2
2016,4,"Les Corts",19,"les Corts","Nou. Milers d'euros",495
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon","Nou. Milers d'euros",380.5
2016,4,"Les Corts",21,"Pedralbes","Nou. Milers d'euros",NA
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Nou. Milers d'euros",NA
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià","Nou. Milers d'euros",NA
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Nou. Milers d'euros",520.9
2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Nou. Milers d'euros",730.2
2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Nou. Milers d'euros",638.9
2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Nou. Milers d'euros",406.4
2016,6,"Gràcia",28,"Vallcarca i els Penitents","Nou. Milers d'euros",319.2
2016,6,"Gràcia",29,"el Coll","Nou. Milers d'euros",247.3
2016,6,"Gràcia",30,"la Salut","Nou. Milers d'euros",NA
2016,6,"Gràcia",31,"la Vila de Gràcia","Nou. Milers d'euros",337.2
2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Nou. Milers d'euros",446.5
2016,7,"Horta-Guinardó",33,"el Baix Guinardó","Nou. Milers d'euros",NA
2016,7,"Horta-Guinardó",34,"Can Baró","Nou. Milers d'euros",NA
2016,7,"Horta-Guinardó",35,"el Guinardó","Nou. Milers d'euros",NA
2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","Nou. Milers d'euros",196
2016,7,"Horta-Guinardó",37,"el Carmel","Nou. Milers d'euros",117.2
2016,7,"Horta-Guinardó",38,"la Teixonera","Nou. Milers d'euros",106.6
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Nou. Milers d'euros",127.3
2016,7,"Horta-Guinardó",40,"Montbau","Nou. Milers d'euros",117.4
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","Nou. Milers d'euros",NA
2016,7,"Horta-Guinardó",42,"la Clota","Nou. Milers d'euros",160
2016,7,"Horta-Guinardó",43,"Horta","Nou. Milers d'euros",263.7
2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Nou. Milers d'euros",NA
2016,8,"Nou Barris",45,"Porta","Nou. Milers d'euros",NA
2016,8,"Nou Barris",46,"el Turó de la Peira","Nou. Milers d'euros",NA
2016,8,"Nou Barris",47,"Can Peguera","Nou. Milers d'euros",NA
2016,8,"Nou Barris",48,"la Guineueta","Nou. Milers d'euros",NA
2016,8,"Nou Barris",49,"Canyelles","Nou. Milers d'euros",NA
2016,8,"Nou Barris",50,"les Roquetes","Nou. Milers d'euros",NA
2016,8,"Nou Barris",51,"Verdun","Nou. Milers d'euros",NA
2016,8,"Nou Barris",52,"la Prosperitat","Nou. Milers d'euros",NA
2016,8,"Nou Barris",53,"la Trinitat Nova","Nou. Milers d'euros",NA
2016,8,"Nou Barris",54,"Torre Baró","Nou. Milers d'euros",NA
2016,8,"Nou Barris",55,"Ciutat Meridiana","Nou. Milers d'euros",NA
2016,8,"Nou Barris",56,"Vallbona","Nou. Milers d'euros",NA
2016,9,"Sant Andreu",57,"la Trinitat Vella","Nou. Milers d'euros",NA
2016,9,"Sant Andreu",58,"Baró de Viver","Nou. Milers d'euros",NA
2016,9,"Sant Andreu",59,"el Bon Pastor","Nou. Milers d'euros",NA
2016,9,"Sant Andreu",60,"Sant Andreu","Nou. Milers d'euros",NA
2016,9,"Sant Andreu",61,"la Sagrera","Nou. Milers d'euros",NA
2016,9,"Sant Andreu",62,"el Congrés i els Indians","Nou. Milers d'euros",153.6
2016,9,"Sant Andreu",63,"Navas","Nou. Milers d'euros",262.7
2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Nou. Milers d'euros",278.7
2016,10,"Sant Martí",65,"el Clot","Nou. Milers d'euros",219.4
2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Nou. Milers d'euros",346.7
2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Nou. Milers d'euros",NA
2016,10,"Sant Martí",68,"el Poblenou","Nou. Milers d'euros",429.1
2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Nou. Milers d'euros",NA
2016,10,"Sant Martí",70,"el Besòs i el Maresme","Nou. Milers d'euros",235
2016,10,"Sant Martí",71,"Provençals del Poblenou","Nou. Milers d'euros",173
2016,10,"Sant Martí",72,"Sant Martí de Provençals","Nou. Milers d'euros",305.5
2016,10,"Sant Martí",73,"la Verneda i la Pau","Nou. Milers d'euros",116.6
2016,1,"Ciutat Vella",1,"el Raval","Usat. Milers d'euros",180.7
2016,1,"Ciutat Vella",2,"el Barri Gòtic","Usat. Milers d'euros",430
2016,1,"Ciutat Vella",3,"la Barceloneta","Usat. Milers d'euros",186.4
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Usat. Milers d'euros",284
2016,2,"Eixample",5,"el Fort Pienc","Usat. Milers d'euros",326.8
2016,2,"Eixample",6,"la Sagrada Família","Usat. Milers d'euros",205.9
2016,2,"Eixample",7,"la Dreta de l'Eixample","Usat. Milers d'euros",412.3
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Usat. Milers d'euros",381.9
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Usat. Milers d'euros",259.1
2016,2,"Eixample",10,"Sant Antoni","Usat. Milers d'euros",264.2
2016,3,"Sants-Montjuïc",11,"el Poble Sec","Usat. Milers d'euros",155.7
2016,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Usat. Milers d'euros",79.3
2016,3,"Sants-Montjuïc",13,"la Marina de Port","Usat. Milers d'euros",151.1
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Usat. Milers d'euros",173.8
2016,3,"Sants-Montjuïc",15,"Hostafrancs","Usat. Milers d'euros",201.7
2016,3,"Sants-Montjuïc",16,"la Bordeta","Usat. Milers d'euros",149.5
2016,3,"Sants-Montjuïc",17,"Sants - Badal","Usat. Milers d'euros",149.6
2016,3,"Sants-Montjuïc",18,"Sants","Usat. Milers d'euros",222.5
2016,4,"Les Corts",19,"les Corts","Usat. Milers d'euros",263.3
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon","Usat. Milers d'euros",323.5
2016,4,"Les Corts",21,"Pedralbes","Usat. Milers d'euros",650.3
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Usat. Milers d'euros",438
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià","Usat. Milers d'euros",512.8
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Usat. Milers d'euros",698.9
2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Usat. Milers d'euros",623
2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Usat. Milers d'euros",568
2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Usat. Milers d'euros",397.4
2016,6,"Gràcia",28,"Vallcarca i els Penitents","Usat. Milers d'euros",288
2016,6,"Gràcia",29,"el Coll","Usat. Milers d'euros",151.4
2016,6,"Gràcia",30,"la Salut","Usat. Milers d'euros",263.1
2016,6,"Gràcia",31,"la Vila de Gràcia","Usat. Milers d'euros",309.7
2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Usat. Milers d'euros",374.5
2016,7,"Horta-Guinardó",33,"el Baix Guinardó","Usat. Milers d'euros",222.9
2016,7,"Horta-Guinardó",34,"Can Baró","Usat. Milers d'euros",164.9
2016,7,"Horta-Guinardó",35,"el Guinardó","Usat. Milers d'euros",182.6
2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","Usat. Milers d'euros",255.6
2016,7,"Horta-Guinardó",37,"el Carmel","Usat. Milers d'euros",112.1
2016,7,"Horta-Guinardó",38,"la Teixonera","Usat. Milers d'euros",106.6
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Usat. Milers d'euros",128.3
2016,7,"Horta-Guinardó",40,"Montbau","Usat. Milers d'euros",127.4
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","Usat. Milers d'euros",186.6
2016,7,"Horta-Guinardó",42,"la Clota","Usat. Milers d'euros",NA
2016,7,"Horta-Guinardó",43,"Horta","Usat. Milers d'euros",168.3
2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Usat. Milers d'euros",149.5
2016,8,"Nou Barris",45,"Porta","Usat. Milers d'euros",139
2016,8,"Nou Barris",46,"el Turó de la Peira","Usat. Milers d'euros",104.6
2016,8,"Nou Barris",47,"Can Peguera","Usat. Milers d'euros",55.3
2016,8,"Nou Barris",48,"la Guineueta","Usat. Milers d'euros",142.8
2016,8,"Nou Barris",49,"Canyelles","Usat. Milers d'euros",136.8
2016,8,"Nou Barris",50,"les Roquetes","Usat. Milers d'euros",131.7
2016,8,"Nou Barris",51,"Verdun","Usat. Milers d'euros",99.6
2016,8,"Nou Barris",52,"la Prosperitat","Usat. Milers d'euros",115.3
2016,8,"Nou Barris",53,"la Trinitat Nova","Usat. Milers d'euros",67
2016,8,"Nou Barris",54,"Torre Baró","Usat. Milers d'euros",110
2016,8,"Nou Barris",55,"Ciutat Meridiana","Usat. Milers d'euros",61.8
2016,8,"Nou Barris",56,"Vallbona","Usat. Milers d'euros",123.9
2016,9,"Sant Andreu",57,"la Trinitat Vella","Usat. Milers d'euros",141
2016,9,"Sant Andreu",58,"Baró de Viver","Usat. Milers d'euros",271.7
2016,9,"Sant Andreu",59,"el Bon Pastor","Usat. Milers d'euros",120.6
2016,9,"Sant Andreu",60,"Sant Andreu","Usat. Milers d'euros",167.4
2016,9,"Sant Andreu",61,"la Sagrera","Usat. Milers d'euros",201.3
2016,9,"Sant Andreu",62,"el Congrés i els Indians","Usat. Milers d'euros",158.2
2016,9,"Sant Andreu",63,"Navas","Usat. Milers d'euros",262.4
2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Usat. Milers d'euros",269.2
2016,10,"Sant Martí",65,"el Clot","Usat. Milers d'euros",287.1
2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Usat. Milers d'euros",229.4
2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Usat. Milers d'euros",466.2
2016,10,"Sant Martí",68,"el Poblenou","Usat. Milers d'euros",265.9
2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Usat. Milers d'euros",552.7
2016,10,"Sant Martí",70,"el Besòs i el Maresme","Usat. Milers d'euros",143
2016,10,"Sant Martí",71,"Provençals del Poblenou","Usat. Milers d'euros",283.4
2016,10,"Sant Martí",72,"Sant Martí de Provençals","Usat. Milers d'euros",270.8
2016,10,"Sant Martí",73,"la Verneda i la Pau","Usat. Milers d'euros",126.8
2016,1,"Ciutat Vella",1,"el Raval","Total. Euros/m2 construït",2805.2
2016,1,"Ciutat Vella",2,"el Barri Gòtic","Total. Euros/m2 construït",4149.4
2016,1,"Ciutat Vella",3,"la Barceloneta","Total. Euros/m2 construït",4151.9
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Total. Euros/m2 construït",3646.5
2016,2,"Eixample",5,"el Fort Pienc","Total. Euros/m2 construït",3762.4
2016,2,"Eixample",6,"la Sagrada Família","Total. Euros/m2 construït",2785.8
2016,2,"Eixample",7,"la Dreta de l'Eixample","Total. Euros/m2 construït",3511.3
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Total. Euros/m2 construït",3923.1
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Total. Euros/m2 construït",3282.6
2016,2,"Eixample",10,"Sant Antoni","Total. Euros/m2 construït",3024.7
2016,3,"Sants-Montjuïc",11,"el Poble Sec","Total. Euros/m2 construït",2524
2016,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Total. Euros/m2 construït",1088.7
2016,3,"Sants-Montjuïc",13,"la Marina de Port","Total. Euros/m2 construït",2098.2
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Total. Euros/m2 construït",2398.5
2016,3,"Sants-Montjuïc",15,"Hostafrancs","Total. Euros/m2 construït",2474
2016,3,"Sants-Montjuïc",16,"la Bordeta","Total. Euros/m2 construït",2297.8
2016,3,"Sants-Montjuïc",17,"Sants - Badal","Total. Euros/m2 construït",2571.6
2016,3,"Sants-Montjuïc",18,"Sants","Total. Euros/m2 construït",2984.8
2016,4,"Les Corts",19,"les Corts","Total. Euros/m2 construït",3535.3
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon","Total. Euros/m2 construït",3435.3
2016,4,"Les Corts",21,"Pedralbes","Total. Euros/m2 construït",4480
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Total. Euros/m2 construït",2989
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià","Total. Euros/m2 construït",4514.9
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Total. Euros/m2 construït",4729.1
2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Total. Euros/m2 construït",4977.6
2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Total. Euros/m2 construït",4416.5
2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Total. Euros/m2 construït",3749.1
2016,6,"Gràcia",28,"Vallcarca i els Penitents","Total. Euros/m2 construït",3287.3
2016,6,"Gràcia",29,"el Coll","Total. Euros/m2 construït",2283.5
2016,6,"Gràcia",30,"la Salut","Total. Euros/m2 construït",3188.6
2016,6,"Gràcia",31,"la Vila de Gràcia","Total. Euros/m2 construït",3703.6
2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Total. Euros/m2 construït",3705
2016,7,"Horta-Guinardó",33,"el Baix Guinardó","Total. Euros/m2 construït",2991
2016,7,"Horta-Guinardó",34,"Can Baró","Total. Euros/m2 construït",2157.1
2016,7,"Horta-Guinardó",35,"el Guinardó","Total. Euros/m2 construït",2443.2
2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","Total. Euros/m2 construït",2461
2016,7,"Horta-Guinardó",37,"el Carmel","Total. Euros/m2 construït",1765.4
2016,7,"Horta-Guinardó",38,"la Teixonera","Total. Euros/m2 construït",1812.9
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Total. Euros/m2 construït",1761.9
2016,7,"Horta-Guinardó",40,"Montbau","Total. Euros/m2 construït",1905.4
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","Total. Euros/m2 construït",3073.7
2016,7,"Horta-Guinardó",42,"la Clota","Total. Euros/m2 construït",342.6
2016,7,"Horta-Guinardó",43,"Horta","Total. Euros/m2 construït",2698.8
2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Total. Euros/m2 construït",2172.8
2016,8,"Nou Barris",45,"Porta","Total. Euros/m2 construït",2012.2
2016,8,"Nou Barris",46,"el Turó de la Peira","Total. Euros/m2 construït",1552.8
2016,8,"Nou Barris",47,"Can Peguera","Total. Euros/m2 construït",613.9
2016,8,"Nou Barris",48,"la Guineueta","Total. Euros/m2 construït",1904
2016,8,"Nou Barris",49,"Canyelles","Total. Euros/m2 construït",1793.4
2016,8,"Nou Barris",50,"les Roquetes","Total. Euros/m2 construït",1675.9
2016,8,"Nou Barris",51,"Verdun","Total. Euros/m2 construït",1663.5
2016,8,"Nou Barris",52,"la Prosperitat","Total. Euros/m2 construït",1837.4
2016,8,"Nou Barris",53,"la Trinitat Nova","Total. Euros/m2 construït",1266.2
2016,8,"Nou Barris",54,"Torre Baró","Total. Euros/m2 construït",1341.5
2016,8,"Nou Barris",55,"Ciutat Meridiana","Total. Euros/m2 construït",1084.7
2016,8,"Nou Barris",56,"Vallbona","Total. Euros/m2 construït",1594.1
2016,9,"Sant Andreu",57,"la Trinitat Vella","Total. Euros/m2 construït",1945.8
2016,9,"Sant Andreu",58,"Baró de Viver","Total. Euros/m2 construït",3111.9
2016,9,"Sant Andreu",59,"el Bon Pastor","Total. Euros/m2 construït",1644.1
2016,9,"Sant Andreu",60,"Sant Andreu","Total. Euros/m2 construït",2346.7
2016,9,"Sant Andreu",61,"la Sagrera","Total. Euros/m2 construït",2649.1
2016,9,"Sant Andreu",62,"el Congrés i els Indians","Total. Euros/m2 construït",2169.4
2016,9,"Sant Andreu",63,"Navas","Total. Euros/m2 construït",3088
2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Total. Euros/m2 construït",3331.6
2016,10,"Sant Martí",65,"el Clot","Total. Euros/m2 construït",3201.2
2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Total. Euros/m2 construït",3129.7
2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Total. Euros/m2 construït",4550.7
2016,10,"Sant Martí",68,"el Poblenou","Total. Euros/m2 construït",3919.3
2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Total. Euros/m2 construït",5543.8
2016,10,"Sant Martí",70,"el Besòs i el Maresme","Total. Euros/m2 construït",2263.8
2016,10,"Sant Martí",71,"Provençals del Poblenou","Total. Euros/m2 construït",3092.1
2016,10,"Sant Martí",72,"Sant Martí de Provençals","Total. Euros/m2 construït",3114.1
2016,10,"Sant Martí",73,"la Verneda i la Pau","Total. Euros/m2 construït",1790.6
2016,1,"Ciutat Vella",1,"el Raval","Nou. Euros/m2 construït",NA
2016,1,"Ciutat Vella",2,"el Barri Gòtic","Nou. Euros/m2 construït",4700.7
2016,1,"Ciutat Vella",3,"la Barceloneta","Nou. Euros/m2 construït",4477.2
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Nou. Euros/m2 construït",4753.5
2016,2,"Eixample",5,"el Fort Pienc","Nou. Euros/m2 construït",6724.9
2016,2,"Eixample",6,"la Sagrada Família","Nou. Euros/m2 construït",NA
2016,2,"Eixample",7,"la Dreta de l'Eixample","Nou. Euros/m2 construït",2844.6
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Nou. Euros/m2 construït",4186
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Nou. Euros/m2 construït",5006.7
2016,2,"Eixample",10,"Sant Antoni","Nou. Euros/m2 construït",NA
2016,3,"Sants-Montjuïc",11,"el Poble Sec","Nou. Euros/m2 construït",NA
2016,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Nou. Euros/m2 construït",NA
2016,3,"Sants-Montjuïc",13,"la Marina de Port","Nou. Euros/m2 construït",NA
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Nou. Euros/m2 construït",NA
2016,3,"Sants-Montjuïc",15,"Hostafrancs","Nou. Euros/m2 construït",2356.2
2016,3,"Sants-Montjuïc",16,"la Bordeta","Nou. Euros/m2 construït",2691.9
2016,3,"Sants-Montjuïc",17,"Sants - Badal","Nou. Euros/m2 construït",3677.5
2016,3,"Sants-Montjuïc",18,"Sants","Nou. Euros/m2 construït",2886.8
2016,4,"Les Corts",19,"les Corts","Nou. Euros/m2 construït",5484
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon","Nou. Euros/m2 construït",4064.1
2016,4,"Les Corts",21,"Pedralbes","Nou. Euros/m2 construït",NA
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Nou. Euros/m2 construït",NA
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià","Nou. Euros/m2 construït",NA
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Nou. Euros/m2 construït",4874.8
2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Nou. Euros/m2 construït",5755.1
2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Nou. Euros/m2 construït",4743
